rank,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,split0_test_score,split1_test_score,split2_test_score,max_depth,n_estimators
1,0.4084999555259105,0.0017356293379194592,0.8904500282778072,0.002087661158116867,4.270928939183553,0.01737568284287681,0.4105117897642047,0.40871182576348475,0.406276251050042,15,90
2,0.4023999575210704,0.0018343745396234945,0.8824800334761612,0.003096562056011416,4.526397307713826,0.5758133412354731,0.4021719565608688,0.4047519049619008,0.40027601104044164,15,60
3,0.38669996310862215,0.0027104227328989964,0.8619800309720863,0.004553907056266352,2.7681589126586914,0.06008500072825603,0.38471230575388493,0.39053218935621287,0.38485539421576864,15,30
4,0.37929998510314206,0.0009443362196172479,0.559600011611804,0.0021586105844804337,5.630780299504598,0.08304071489443932,0.38063238735225297,0.37871242575148495,0.3785551422056882,10,90
5,0.375379979499894,0.0012584417343418262,0.5533300251104148,0.0023206269271771663,3.8369593620300293,0.08627892936616864,0.37715245695086097,0.374632507349853,0.37435497419896796,10,60
6,0.3682800014946539,0.0007611632049182841,0.5405000297078029,0.003693041062428914,2.01597531636556,0.07367331212104472,0.36917261654766903,0.36731265374692507,0.3683547341893676,10,30
7,0.32328002065903716,0.0013222882340305877,0.3417399791685563,0.0017623603361040195,3.5153656800587973,0.11227022636236457,0.3241135177296454,0.32141357172856544,0.32431297251890073,5,90
8,0.3219400510585732,0.0022524763650866846,0.3401899672683653,0.0024210348282531556,2.5815107822418213,0.13422484608279164,0.3223135537289254,0.31901361972760545,0.3244929797191888,5,60
9,0.3161800054530531,0.0031656548078792717,0.33435998456702626,0.0026704217245209815,1.5653752485911052,0.16917347219204448,0.31991360172796546,0.3121737565248695,0.3164526581063243,5,30
